customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2193-CUST,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.16,2105.73,Yes
2194-CUST,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.01,1435.08,No
2195-CUST,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),77.73,4900.85,No
2196-CUST,Male,1,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,88.27,3766.11,No
2197-CUST,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,57.4,1935.3,No
2198-CUST,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),67.58,1871.19,No
2199-CUST,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.26,404.08,No
2200-CUST,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.18,2605.12,Yes
2201-CUST,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,90.76,1364.83,No
2202-CUST,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,77.57,3109.09,Yes
2203-CUST,Male,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.91,711.5,Yes
2204-CUST,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),66.37,4673.94,No
2205-CUST,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.92,2151.51,No
2206-CUST,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.3,302.04,No
2207-CUST,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,88.31,2400.09,No
2208-CUST,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.04,896.24,No
2209-CUST,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.33,2557.72,No
2210-CUST,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,63.59,3482.62,No
2211-CUST,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,77.94,2037.59,Yes
2212-CUST,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1245.54,No
2213-CUST,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.72,586.16,No
2214-CUST,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),91.02,4378.97,No
2215-CUST,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.46,220.26,No
2216-CUST,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.96,873.09,Yes
2217-CUST,Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.74,2267.17,Yes
2218-CUST,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.25,2429.28,Yes
2219-CUST,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),60.42,1872.71,No
2220-CUST,Male,1,No,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.81,2278.22,Yes
2221-CUST,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,75.76,4054.81,No
2222-CUST,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.3,2450.12,No
2223-CUST,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.17,3701.77,No
2224-CUST,Female,1,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.17,2115.29,Yes
2225-CUST,Male,1,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.45,1948.89,No
2226-CUST,Female,1,No,Yes,16,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.44,991.94,Yes
2227-CUST,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),79.35,5406.06,No
2228-CUST,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,85.3,178.67,Yes
2229-CUST,Female,1,No,No,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,76.11,3793.62,No
2230-CUST,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.86,3411.07,Yes
2231-CUST,Female,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.56,4787.42,No
2232-CUST,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,48.36,1509.62,No
2233-CUST,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.3,599.38,No
2234-CUST,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.43,1100.65,No
2235-CUST,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,72.94,4997.46,No
2236-CUST,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.91,668.58,No
2237-CUST,Male,1,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.29,370.86,Yes
2238-CUST,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,75.95,3726.12,No
2239-CUST,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.34,1022.24,No
2240-CUST,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.15,982.45,Yes
2241-CUST,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.26,415.25,No
2242-CUST,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,94.15,5757.6,No
2243-CUST,Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.18,4189.79,No
2244-CUST,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.03,2083.32,Yes
2245-CUST,Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.74,614.36,No
2246-CUST,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.51,1578.96,Yes
2247-CUST,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.35,140.83,Yes
2248-CUST,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.12,849.4,No
2249-CUST,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,71.97,4824.55,No
2250-CUST,Female,0,Yes,No,70,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.36,5987.05,No
2251-CUST,Female,0,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.5,1997.98,No
2252-CUST,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.39,2637.58,No
2253-CUST,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.78,3005.77,No
2254-CUST,Female,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.2,1290.39,No
2255-CUST,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.36,3356.8,No
2256-CUST,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),67.0,4524.14,No
2257-CUST,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,504.74,No
2258-CUST,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,72.09,1814.56,No
2259-CUST,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,64.99,1117.88,No
2260-CUST,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,86.15,1658.11,No
2261-CUST,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.01,134.11,Yes
2262-CUST,Male,0,No,Yes,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),62.09,1137.14,Yes
2263-CUST,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.4,3146.17,No
2264-CUST,Female,1,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),62.35,686.28,No
2265-CUST,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.13,3144.72,Yes
2266-CUST,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,83.86,4458.62,No
2267-CUST,Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,84.05,5898.56,No
2268-CUST,Female,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.92,1861.97,No
2269-CUST,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.2,4007.46,No
2270-CUST,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.04,2412.78,Yes
2271-CUST,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),63.15,4286.48,No
2272-CUST,Female,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,227.5,No
2273-CUST,Female,1,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.42,1704.8,No
2274-CUST,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.25,531.98,Yes
2275-CUST,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),62.03,1929.59,No
2276-CUST,Female,0,No,No,42,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.17,2568.29,No
2277-CUST,Male,0,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.19,2922.95,Yes
2278-CUST,Female,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.79,2226.91,Yes
2279-CUST,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.81,4143.86,No
2280-CUST,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.54,857.79,No
2281-CUST,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.6,3665.47,Yes
2282-CUST,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),83.87,2448.96,No
2283-CUST,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.75,1158.01,No
2284-CUST,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.68,941.85,No
2285-CUST,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.83,1811.4,No
2286-CUST,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,54.41,638.38,Yes
2287-CUST,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.94,549.28,Yes
2288-CUST,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),53.93,765.78,No
2289-CUST,Male,0,No,Yes,17,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,79.69,1347.74,No
2290-CUST,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.04,214.54,No
2291-CUST,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.25,3755.55,Yes
2292-CUST,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.04,1583.75,Yes
2293-CUST,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),76.6,4498.95,Yes
2294-CUST,Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),58.51,1550.18,No
2295-CUST,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1073.68,No
2296-CUST,Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,79.88,378.66,No
2297-CUST,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.05,146.63,No
2298-CUST,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.98,3850.8,No
2299-CUST,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.06,1033.32,No
2300-CUST,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.28,1048.73,No
2301-CUST,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,295.33,Yes
2302-CUST,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),51.06,1123.13,No
2303-CUST,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,67.46,2250.53,Yes
2304-CUST,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,84.29,1016.54,Yes
2305-CUST,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.61,1807.08,Yes
2306-CUST,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.1,2045.98,No
2307-CUST,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),75.7,3488.77,No
2308-CUST,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.89,833.58,No
2309-CUST,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.16,1060.01,No
2310-CUST,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.24,3409.36,No
2311-CUST,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67.78,3736.17,No
2312-CUST,Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.94,1303.17,Yes
2313-CUST,Male,1,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.52,1450.88,Yes
2314-CUST,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.71,857.77,No
2315-CUST,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.03,1469.39,No
2316-CUST,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.51,866.08,Yes
2317-CUST,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.62,1877.94,Yes
2318-CUST,Male,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.03, ,No
2319-CUST,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),66.42,3395.19,No
2320-CUST,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,813.47,No
2321-CUST,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,65.47,1913.29,No
2322-CUST,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.17,1894.52,Yes
2323-CUST,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.71,50.81,Yes
2324-CUST,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.03,2497.56,No
2325-CUST,Female,0,No,Yes,37,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,58.51,2144.66,No
2326-CUST,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.33,1384.34,No
2327-CUST,Male,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.39,1929.6,Yes
2328-CUST,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,148.9,No
2329-CUST,Male,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.07,3087.81,No
2330-CUST,Female,1,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1294.77,No
2331-CUST,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.49,828.46,No
2332-CUST,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.41,173.81,No
2333-CUST,Male,1,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.14,2283.09,Yes
2334-CUST,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,3314.15,Yes
2335-CUST,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.08,1839.83,No
2336-CUST,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.9,798.72,Yes
2337-CUST,Male,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,58.31,4133.1,No
2338-CUST,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.15,121.6,No
2339-CUST,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.53,1130.2,Yes
2340-CUST,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,93.44,5200.24,No
2341-CUST,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,90.94,3005.03,No
2342-CUST,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,56.91,2974.34,No
2343-CUST,Male,1,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),73.02,4010.33,No
2344-CUST,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.79,4601.93,No
2345-CUST,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.19,1531.02,Yes
2346-CUST,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.23,541.67,No
2347-CUST,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.32,3662.34,No
2348-CUST,Male,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.47,230.89,No
2349-CUST,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.52,1939.77,Yes
2350-CUST,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,57.29,2703.17,No
2351-CUST,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.75,1318.96,No
2352-CUST,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.36,786.51,No
2353-CUST,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.18,3942.73,No
2354-CUST,Male,1,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,82.53,5285.46,No
2355-CUST,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,78.79,5422.3,No
2356-CUST,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.7,681.67,No
2357-CUST,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.85,1338.19,Yes
2358-CUST,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,56.09,591.95,No
2359-CUST,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,93.79,4501.85,No
2360-CUST,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,1314.18,No
2361-CUST,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.65,1679.65,No
2362-CUST,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.33,826.1,No
2363-CUST,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.51,1471.85,No
2364-CUST,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.49,176.21,Yes
2365-CUST,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.53,1114.13,No
2366-CUST,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.8,2236.91,Yes
2367-CUST,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.1,490.75,No
